country,year,sex,age,suicides_no, population ,country-year, gdp_for_year ($) ,gdp_per_capita ($),generation
Ecuador,2012,male,75+ years,19," 172,083 ",Ecuador2012,"87,92,45,44,000",6364,Silent
Ecuador,2012,male,35-54 years,162," 1,715,827 ",Ecuador2012,"87,92,45,44,000",6364,Generation X
Ecuador,2012,female,15-24 years,118," 1,420,727 ",Ecuador2012,"87,92,45,44,000",6364,Millenials
Ecuador,2012,female,25-34 years,55," 1,217,762 ",Ecuador2012,"87,92,45,44,000",6364,Millenials
Ecuador,2012,female,35-54 years,48," 1,755,189 ",Ecuador2012,"87,92,45,44,000",6364,Generation X
Ecuador,2012,male,5-14 years,39," 1,544,899 ",Ecuador2012,"87,92,45,44,000",6364,Generation Z
Ecuador,2012,female,75+ years,4," 215,613 ",Ecuador2012,"87,92,45,44,000",6364,Silent
Ecuador,2012,female,5-14 years,27," 1,484,824 ",Ecuador2012,"87,92,45,44,000",6364,Generation Z
Ecuador,2012,female,55-74 years,13," 829,724 ",Ecuador2012,"87,92,45,44,000",6364,Boomers
Ecuador,2013,male,75+ years,23," 178,094 ",Ecuador2013,"95,12,96,59,000",6769,Silent
Ecuador,2013,male,15-24 years,156," 1,473,845 ",Ecuador2013,"95,12,96,59,000",6769,Millenials
Ecuador,2013,male,25-34 years,111," 1,248,815 ",Ecuador2013,"95,12,96,59,000",6769,Millenials
Ecuador,2013,male,55-74 years,65," 802,441 ",Ecuador2013,"95,12,96,59,000",6769,Boomers
Ecuador,2013,female,15-24 years,89," 1,431,562 ",Ecuador2013,"95,12,96,59,000",6769,Millenials
Ecuador,2013,male,35-54 years,106," 1,755,019 ",Ecuador2013,"95,12,96,59,000",6769,Generation X
Ecuador,2013,female,25-34 years,30," 1,240,273 ",Ecuador2013,"95,12,96,59,000",6769,Millenials
Ecuador,2013,male,5-14 years,29," 1,551,821 ",Ecuador2013,"95,12,96,59,000",6769,Generation Z
Ecuador,2013,female,35-54 years,32," 1,795,728 ",Ecuador2013,"95,12,96,59,000",6769,Generation X
Ecuador,2013,female,55-74 years,12," 863,112 ",Ecuador2013,"95,12,96,59,000",6769,Boomers
Ecuador,2013,female,75+ years,3," 223,521 ",Ecuador2013,"95,12,96,59,000",6769,Silent
Ecuador,2013,female,5-14 years,20," 1,490,382 ",Ecuador2013,"95,12,96,59,000",6769,Generation Z
Ecuador,2014,male,75+ years,25," 184,452 ",Ecuador2014,"1,01,72,63,31,000",7116,Silent
Ecuador,2014,male,15-24 years,164," 1,484,064 ",Ecuador2014,"1,01,72,63,31,000",7116,Millenials
Ecuador,2014,male,25-34 years,123," 1,271,545 ",Ecuador2014,"1,01,72,63,31,000",7116,Millenials
Ecuador,2014,male,55-74 years,74," 834,436 ",Ecuador2014,"1,01,72,63,31,000",7116,Boomers
Ecuador,2014,male,35-54 years,153," 1,794,205 ",Ecuador2014,"1,01,72,63,31,000",7116,Generation X
Ecuador,2014,female,15-24 years,77," 1,440,731 ",Ecuador2014,"1,01,72,63,31,000",7116,Millenials
Ecuador,2014,female,25-34 years,33," 1,262,288 ",Ecuador2014,"1,01,72,63,31,000",7116,Millenials
Ecuador,2014,male,5-14 years,28," 1,560,323 ",Ecuador2014,"1,01,72,63,31,000",7116,Generation Z
Ecuador,2014,female,55-74 years,16," 897,482 ",Ecuador2014,"1,01,72,63,31,000",7116,Boomers
Ecuador,2014,female,5-14 years,18," 1,497,410 ",Ecuador2014,"1,01,72,63,31,000",7116,Generation Z
Ecuador,2014,female,35-54 years,22," 1,836,144 ",Ecuador2014,"1,01,72,63,31,000",7116,Generation X
Ecuador,2014,female,75+ years,1," 232,065 ",Ecuador2014,"1,01,72,63,31,000",7116,Silent
Ecuador,2015,male,75+ years,40," 191,306 ",Ecuador2015,"99,29,03,81,000",6832,Silent
Ecuador,2015,male,15-24 years,234," 1,492,713 ",Ecuador2015,"99,29,03,81,000",6832,Millenials
Ecuador,2015,male,25-34 years,185," 1,293,193 ",Ecuador2015,"99,29,03,81,000",6832,Millenials
Ecuador,2015,male,55-74 years,108," 867,314 ",Ecuador2015,"99,29,03,81,000",6832,Boomers
Ecuador,2015,male,35-54 years,205," 1,833,181 ",Ecuador2015,"99,29,03,81,000",6832,Generation X
Ecuador,2015,female,15-24 years,110," 1,448,112 ",Ecuador2015,"99,29,03,81,000",6832,Millenials
Ecuador,2015,female,25-34 years,56," 1,283,175 ",Ecuador2015,"99,29,03,81,000",6832,Millenials
Ecuador,2015,female,35-54 years,46," 1,876,229 ",Ecuador2015,"99,29,03,81,000",6832,Generation X
Ecuador,2015,female,55-74 years,22," 932,718 ",Ecuador2015,"99,29,03,81,000",6832,Boomers
Ecuador,2015,male,5-14 years,35," 1,569,519 ",Ecuador2015,"99,29,03,81,000",6832,Generation Z
Ecuador,2015,female,75+ years,5," 241,437 ",Ecuador2015,"99,29,03,81,000",6832,Silent
Ecuador,2015,female,5-14 years,27," 1,505,127 ",Ecuador2015,"99,29,03,81,000",6832,Generation Z
El Salvador,1990,male,75+ years,13," 29,955 ",El Salvador1990,"4,81,75,42,204",1068,G.I. Generation
El Salvador,1990,male,25-34 years,119," 339,719 ",El Salvador1990,"4,81,75,42,204",1068,Boomers
El Salvador,1990,male,15-24 years,127," 504,932 ",El Salvador1990,"4,81,75,42,204",1068,Generation X
El Salvador,1990,female,15-24 years,112," 528,567 ",El Salvador1990,"4,81,75,42,204",1068,Generation X
El Salvador,1990,male,35-54 years,81," 427,335 ",El Salvador1990,"4,81,75,42,204",1068,Silent
El Salvador,1990,male,55-74 years,34," 201,577 ",El Salvador1990,"4,81,75,42,204",1068,G.I. Generation
El Salvador,1990,female,25-34 years,43," 383,005 ",El Salvador1990,"4,81,75,42,204",1068,Boomers
El Salvador,1990,female,35-54 years,24," 477,092 ",El Salvador1990,"4,81,75,42,204",1068,Silent
El Salvador,1990,female,55-74 years,9," 221,802 ",El Salvador1990,"4,81,75,42,204",1068,G.I. Generation
El Salvador,1990,female,75+ years,1," 42,375 ",El Salvador1990,"4,81,75,42,204",1068,G.I. Generation
El Salvador,1990,female,5-14 years,7," 671,315 ",El Salvador1990,"4,81,75,42,204",1068,Generation X
El Salvador,1990,male,5-14 years,1," 682,878 ",El Salvador1990,"4,81,75,42,204",1068,Generation X
El Salvador,1991,male,75+ years,18," 31,546 ",El Salvador1991,"5,25,23,42,400",1148,G.I. Generation
El Salvador,1991,male,25-34 years,88," 347,533 ",El Salvador1991,"5,25,23,42,400",1148,Boomers
El Salvador,1991,male,15-24 years,98," 513,452 ",El Salvador1991,"5,25,23,42,400",1148,Generation X
El Salvador,1991,male,55-74 years,39," 207,938 ",El Salvador1991,"5,25,23,42,400",1148,Silent
El Salvador,1991,female,15-24 years,97," 536,557 ",El Salvador1991,"5,25,23,42,400",1148,Generation X
El Salvador,1991,male,35-54 years,76," 434,946 ",El Salvador1991,"5,25,23,42,400",1148,Boomers
El Salvador,1991,female,25-34 years,28," 392,748 ",El Salvador1991,"5,25,23,42,400",1148,Boomers
El Salvador,1991,female,35-54 years,17," 490,048 ",El Salvador1991,"5,25,23,42,400",1148,Boomers
El Salvador,1991,female,75+ years,1," 44,305 ",El Salvador1991,"5,25,23,42,400",1148,G.I. Generation
El Salvador,1991,female,55-74 years,3," 228,668 ",El Salvador1991,"5,25,23,42,400",1148,Silent
El Salvador,1991,female,5-14 years,8," 668,713 ",El Salvador1991,"5,25,23,42,400",1148,Millenials
El Salvador,1991,male,5-14 years,1," 680,531 ",El Salvador1991,"5,25,23,42,400",1148,Millenials
El Salvador,1992,male,25-34 years,72," 327,300 ",El Salvador1992,"5,81,33,99,300",1266,Boomers
El Salvador,1992,male,55-74 years,36," 198,300 ",El Salvador1992,"5,81,33,99,300",1266,Silent
El Salvador,1992,male,35-54 years,71," 415,900 ",El Salvador1992,"5,81,33,99,300",1266,Boomers
El Salvador,1992,female,15-24 years,87," 582,300 ",El Salvador1992,"5,81,33,99,300",1266,Generation X
El Salvador,1992,male,15-24 years,83," 568,700 ",El Salvador1992,"5,81,33,99,300",1266,Generation X
El Salvador,1992,male,75+ years,4," 28,500 ",El Salvador1992,"5,81,33,99,300",1266,G.I. Generation
El Salvador,1992,female,25-34 years,34," 378,700 ",El Salvador1992,"5,81,33,99,300",1266,Boomers
El Salvador,1992,female,75+ years,2," 42,600 ",El Salvador1992,"5,81,33,99,300",1266,G.I. Generation
El Salvador,1992,female,35-54 years,16," 453,500 ",El Salvador1992,"5,81,33,99,300",1266,Boomers
El Salvador,1992,female,5-14 years,6," 673,800 ",El Salvador1992,"5,81,33,99,300",1266,Millenials
El Salvador,1992,female,55-74 years,2," 227,500 ",El Salvador1992,"5,81,33,99,300",1266,Silent
El Salvador,1992,male,5-14 years,6," 694,500 ",El Salvador1992,"5,81,33,99,300",1266,Millenials
El Salvador,1993,male,25-34 years,83," 339,200 ",El Salvador1993,"6,68,02,69,200",1423,Boomers
El Salvador,1993,male,75+ years,6," 30,100 ",El Salvador1993,"6,68,02,69,200",1423,G.I. Generation
El Salvador,1993,male,15-24 years,113," 594,200 ",El Salvador1993,"6,68,02,69,200",1423,Generation X
El Salvador,1993,female,15-24 years,81," 602,300 ",El Salvador1993,"6,68,02,69,200",1423,Generation X
El Salvador,1993,male,55-74 years,23," 202,600 ",El Salvador1993,"6,68,02,69,200",1423,Silent
El Salvador,1993,male,35-54 years,43," 425,700 ",El Salvador1993,"6,68,02,69,200",1423,Boomers
El Salvador,1993,female,75+ years,4," 45,400 ",El Salvador1993,"6,68,02,69,200",1423,G.I. Generation
El Salvador,1993,female,25-34 years,29," 392,000 ",El Salvador1993,"6,68,02,69,200",1423,Boomers
El Salvador,1993,female,35-54 years,19," 468,000 ",El Salvador1993,"6,68,02,69,200",1423,Boomers
El Salvador,1993,female,55-74 years,6," 233,000 ",El Salvador1993,"6,68,02,69,200",1423,Silent
El Salvador,1993,female,5-14 years,13," 670,500 ",El Salvador1993,"6,68,02,69,200",1423,Millenials
El Salvador,1993,male,5-14 years,4," 691,300 ",El Salvador1993,"6,68,02,69,200",1423,Millenials
El Salvador,1995,male,25-34 years,124," 374,095 ",El Salvador1995,"8,92,19,47,100",1845,Generation X
El Salvador,1995,male,15-24 years,171," 534,966 ",El Salvador1995,"8,92,19,47,100",1845,Generation X
El Salvador,1995,male,75+ years,9," 36,691 ",El Salvador1995,"8,92,19,47,100",1845,G.I. Generation
El Salvador,1995,female,15-24 years,114," 556,096 ",El Salvador1995,"8,92,19,47,100",1845,Generation X
El Salvador,1995,male,35-54 years,90," 466,571 ",El Salvador1995,"8,92,19,47,100",1845,Boomers
El Salvador,1995,female,25-34 years,42," 427,927 ",El Salvador1995,"8,92,19,47,100",1845,Generation X
El Salvador,1995,male,55-74 years,20," 235,530 ",El Salvador1995,"8,92,19,47,100",1845,Silent
El Salvador,1995,female,35-54 years,23," 546,262 ",El Salvador1995,"8,92,19,47,100",1845,Boomers
El Salvador,1995,female,5-14 years,16," 664,854 ",El Salvador1995,"8,92,19,47,100",1845,Millenials
El Salvador,1995,female,55-74 years,6," 260,709 ",El Salvador1995,"8,92,19,47,100",1845,Silent
El Salvador,1995,female,75+ years,1," 51,334 ",El Salvador1995,"8,92,19,47,100",1845,G.I. Generation
El Salvador,1995,male,5-14 years,4," 681,362 ",El Salvador1995,"8,92,19,47,100",1845,Millenials
El Salvador,1996,male,25-34 years,110," 379,510 ",El Salvador1996,"9,58,63,27,800",1959,Generation X
El Salvador,1996,male,75+ years,10," 38,834 ",El Salvador1996,"9,58,63,27,800",1959,G.I. Generation
El Salvador,1996,male,15-24 years,128," 536,760 ",El Salvador1996,"9,58,63,27,800",1959,Generation X
El Salvador,1996,female,15-24 years,112," 559,279 ",El Salvador1996,"9,58,63,27,800",1959,Generation X
El Salvador,1996,male,35-54 years,82," 472,893 ",El Salvador1996,"9,58,63,27,800",1959,Boomers
El Salvador,1996,male,55-74 years,40," 240,800 ",El Salvador1996,"9,58,63,27,800",1959,Silent
El Salvador,1996,female,25-34 years,22," 434,209 ",El Salvador1996,"9,58,63,27,800",1959,Generation X
El Salvador,1996,female,35-54 years,20," 557,964 ",El Salvador1996,"9,58,63,27,800",1959,Boomers
El Salvador,1996,female,55-74 years,7," 267,732 ",El Salvador1996,"9,58,63,27,800",1959,Silent
El Salvador,1996,female,5-14 years,7," 666,674 ",El Salvador1996,"9,58,63,27,800",1959,Millenials
El Salvador,1996,male,5-14 years,2," 683,884 ",El Salvador1996,"9,58,63,27,800",1959,Millenials
El Salvador,1996,female,75+ years,0," 53,852 ",El Salvador1996,"9,58,63,27,800",1959,G.I. Generation
El Salvador,1997,male,25-34 years,93," 384,050 ",El Salvador1997,"10,22,17,05,900",2065,Generation X
El Salvador,1997,male,15-24 years,128," 537,324 ",El Salvador1997,"10,22,17,05,900",2065,Generation X
El Salvador,1997,male,35-54 years,106," 479,586 ",El Salvador1997,"10,22,17,05,900",2065,Boomers
El Salvador,1997,female,15-24 years,109," 561,311 ",El Salvador1997,"10,22,17,05,900",2065,Generation X
El Salvador,1997,male,55-74 years,47," 245,832 ",El Salvador1997,"10,22,17,05,900",2065,Silent
El Salvador,1997,male,75+ years,4," 40,876 ",El Salvador1997,"10,22,17,05,900",2065,G.I. Generation
El Salvador,1997,female,25-34 years,39," 440,015 ",El Salvador1997,"10,22,17,05,900",2065,Generation X
El Salvador,1997,female,35-54 years,28," 570,003 ",El Salvador1997,"10,22,17,05,900",2065,Boomers
El Salvador,1997,female,75+ years,2," 56,321 ",El Salvador1997,"10,22,17,05,900",2065,G.I. Generation
El Salvador,1997,female,5-14 years,15," 670,365 ",El Salvador1997,"10,22,17,05,900",2065,Millenials
El Salvador,1997,female,55-74 years,5," 275,078 ",El Salvador1997,"10,22,17,05,900",2065,Silent
El Salvador,1997,male,5-14 years,1," 688,541 ",El Salvador1997,"10,22,17,05,900",2065,Millenials
El Salvador,1998,male,25-34 years,94," 387,565 ",El Salvador1998,"10,93,66,69,900",2185,Generation X
El Salvador,1998,male,35-54 years,98," 486,466 ",El Salvador1998,"10,93,66,69,900",2185,Boomers
El Salvador,1998,male,15-24 years,108," 537,038 ",El Salvador1998,"10,93,66,69,900",2185,Generation X
El Salvador,1998,female,15-24 years,92," 562,249 ",El Salvador1998,"10,93,66,69,900",2185,Generation X
El Salvador,1998,male,55-74 years,36," 250,628 ",El Salvador1998,"10,93,66,69,900",2185,Silent
El Salvador,1998,male,75+ years,5," 42,770 ",El Salvador1998,"10,93,66,69,900",2185,G.I. Generation
El Salvador,1998,female,25-34 years,35," 445,330 ",El Salvador1998,"10,93,66,69,900",2185,Generation X
El Salvador,1998,female,35-54 years,22," 582,217 ",El Salvador1998,"10,93,66,69,900",2185,Boomers
El Salvador,1998,female,5-14 years,13," 675,678 ",El Salvador1998,"10,93,66,69,900",2185,Millenials
El Salvador,1998,female,55-74 years,5," 282,668 ",El Salvador1998,"10,93,66,69,900",2185,Silent
El Salvador,1998,male,5-14 years,4," 695,037 ",El Salvador1998,"10,93,66,69,900",2185,Millenials
El Salvador,1998,female,75+ years,0," 58,692 ",El Salvador1998,"10,93,66,69,900",2185,G.I. Generation
El Salvador,1999,male,25-34 years,84," 390,125 ",El Salvador1999,"11,28,41,97,000",2229,Generation X
El Salvador,1999,male,15-24 years,115," 536,426 ",El Salvador1999,"11,28,41,97,000",2229,Generation X
El Salvador,1999,male,35-54 years,101," 493,326 ",El Salvador1999,"11,28,41,97,000",2229,Boomers
El Salvador,1999,male,75+ years,8," 44,452 ",El Salvador1999,"11,28,41,97,000",2229,G.I. Generation
El Salvador,1999,female,15-24 years,94," 562,372 ",El Salvador1999,"11,28,41,97,000",2229,Generation X
El Salvador,1999,male,55-74 years,33," 255,222 ",El Salvador1999,"11,28,41,97,000",2229,Silent
El Salvador,1999,female,25-34 years,28," 450,238 ",El Salvador1999,"11,28,41,97,000",2229,Generation X
El Salvador,1999,female,35-54 years,27," 594,483 ",El Salvador1999,"11,28,41,97,000",2229,Boomers
El Salvador,1999,female,5-14 years,14," 682,007 ",El Salvador1999,"11,28,41,97,000",2229,Millenials
El Salvador,1999,female,55-74 years,5," 290,451 ",El Salvador1999,"11,28,41,97,000",2229,Silent
El Salvador,1999,female,75+ years,1," 60,903 ",El Salvador1999,"11,28,41,97,000",2229,G.I. Generation
El Salvador,1999,male,5-14 years,5," 702,754 ",El Salvador1999,"11,28,41,97,000",2229,Millenials
El Salvador,2000,male,25-34 years,82," 391,884 ",El Salvador2000,"11,78,49,27,700",2303,Generation X
El Salvador,2000,male,15-24 years,110," 536,079 ",El Salvador2000,"11,78,49,27,700",2303,Generation X
El Salvador,2000,male,35-54 years,91," 500,065 ",El Salvador2000,"11,78,49,27,700",2303,Boomers
El Salvador,2000,female,15-24 years,82," 562,148 ",El Salvador2000,"11,78,49,27,700",2303,Generation X
El Salvador,2000,male,55-74 years,31," 259,670 ",El Salvador2000,"11,78,49,27,700",2303,Silent
El Salvador,2000,male,75+ years,3," 45,935 ",El Salvador2000,"11,78,49,27,700",2303,G.I. Generation
El Salvador,2000,female,75+ years,4," 62,940 ",El Salvador2000,"11,78,49,27,700",2303,G.I. Generation
El Salvador,2000,female,25-34 years,25," 454,793 ",El Salvador2000,"11,78,49,27,700",2303,Generation X
El Salvador,2000,female,35-54 years,23," 606,774 ",El Salvador2000,"11,78,49,27,700",2303,Boomers
El Salvador,2000,female,55-74 years,4," 298,428 ",El Salvador2000,"11,78,49,27,700",2303,Silent
El Salvador,2000,female,5-14 years,4," 688,554 ",El Salvador2000,"11,78,49,27,700",2303,Millenials
El Salvador,2000,male,5-14 years,2," 710,919 ",El Salvador2000,"11,78,49,27,700",2303,Millenials
El Salvador,2001,male,15-24 years,130," 535,877 ",El Salvador2001,"12,28,25,33,600",2373,Millenials
El Salvador,2001,male,25-34 years,90," 395,177 ",El Salvador2001,"12,28,25,33,600",2373,Generation X
El Salvador,2001,male,35-54 years,91," 506,547 ",El Salvador2001,"12,28,25,33,600",2373,Boomers
El Salvador,2001,male,75+ years,8," 48,437 ",El Salvador2001,"12,28,25,33,600",2373,Silent
El Salvador,2001,male,55-74 years,42," 263,234 ",El Salvador2001,"12,28,25,33,600",2373,Silent
El Salvador,2001,female,15-24 years,74," 563,601 ",El Salvador2001,"12,28,25,33,600",2373,Millenials
El Salvador,2001,female,25-34 years,27," 459,669 ",El Salvador2001,"12,28,25,33,600",2373,Generation X
El Salvador,2001,female,35-54 years,30," 618,020 ",El Salvador2001,"12,28,25,33,600",2373,Boomers
El Salvador,2001,female,75+ years,3," 65,804 ",El Salvador2001,"12,28,25,33,600",2373,Silent
El Salvador,2001,female,55-74 years,6," 304,753 ",El Salvador2001,"12,28,25,33,600",2373,Silent
El Salvador,2001,female,5-14 years,12," 695,687 ",El Salvador2001,"12,28,25,33,600",2373,Millenials
El Salvador,2001,male,5-14 years,1," 718,288 ",El Salvador2001,"12,28,25,33,600",2373,Millenials
El Salvador,2002,male,75+ years,11," 50,753 ",El Salvador2002,"12,66,41,90,300",2421,Silent
El Salvador,2002,male,25-34 years,71," 397,854 ",El Salvador2002,"12,66,41,90,300",2421,Generation X
El Salvador,2002,male,15-24 years,95," 535,886 ",El Salvador2002,"12,66,41,90,300",2421,Millenials
El Salvador,2002,male,35-54 years,84," 513,122 ",El Salvador2002,"12,66,41,90,300",2421,Boomers
El Salvador,2002,male,55-74 years,39," 266,616 ",El Salvador2002,"12,66,41,90,300",2421,Silent
El Salvador,2002,female,15-24 years,76," 565,074 ",El Salvador2002,"12,66,41,90,300",2421,Millenials
El Salvador,2002,female,25-34 years,18," 464,461 ",El Salvador2002,"12,66,41,90,300",2421,Generation X
El Salvador,2002,female,35-54 years,24," 629,533 ",El Salvador2002,"12,66,41,90,300",2421,Boomers
El Salvador,2002,female,55-74 years,7," 311,230 ",El Salvador2002,"12,66,41,90,300",2421,Silent
El Salvador,2002,female,5-14 years,7," 702,143 ",El Salvador2002,"12,66,41,90,300",2421,Millenials
El Salvador,2002,male,5-14 years,4," 725,313 ",El Salvador2002,"12,66,41,90,300",2421,Millenials
El Salvador,2002,female,75+ years,0," 68,473 ",El Salvador2002,"12,66,41,90,300",2421,Silent
El Salvador,2003,male,25-34 years,117," 399,587 ",El Salvador2003,"13,24,38,92,200",2507,Generation X
El Salvador,2003,male,15-24 years,112," 537,000 ",El Salvador2003,"13,24,38,92,200",2507,Millenials
El Salvador,2003,male,35-54 years,102," 519,619 ",El Salvador2003,"13,24,38,92,200",2507,Boomers
El Salvador,2003,male,55-74 years,46," 269,903 ",El Salvador2003,"13,24,38,92,200",2507,Silent
El Salvador,2003,male,75+ years,8," 52,961 ",El Salvador2003,"13,24,38,92,200",2507,Silent
El Salvador,2003,female,15-24 years,79," 567,174 ",El Salvador2003,"13,24,38,92,200",2507,Millenials
El Salvador,2003,female,25-34 years,19," 468,892 ",El Salvador2003,"13,24,38,92,200",2507,Generation X
El Salvador,2003,female,35-54 years,23," 641,104 ",El Salvador2003,"13,24,38,92,200",2507,Boomers
El Salvador,2003,female,55-74 years,7," 317,915 ",El Salvador2003,"13,24,38,92,200",2507,Silent
El Salvador,2003,female,5-14 years,10," 707,158 ",El Salvador2003,"13,24,38,92,200",2507,Millenials
El Salvador,2003,female,75+ years,1," 71,062 ",El Salvador2003,"13,24,38,92,200",2507,Silent
El Salvador,2003,male,5-14 years,3," 731,167 ",El Salvador2003,"13,24,38,92,200",2507,Millenials
El Salvador,2004,male,25-34 years,86," 399,986 ",El Salvador2004,"13,72,48,10,900",2573,Generation X
El Salvador,2004,male,15-24 years,108," 540,251 ",El Salvador2004,"13,72,48,10,900",2573,Millenials
El Salvador,2004,male,35-54 years,104," 525,677 ",El Salvador2004,"13,72,48,10,900",2573,Boomers
El Salvador,2004,male,55-74 years,42," 273,214 ",El Salvador2004,"13,72,48,10,900",2573,Silent
El Salvador,2004,male,75+ years,7," 55,160 ",El Salvador2004,"13,72,48,10,900",2573,Silent
El Salvador,2004,female,15-24 years,60," 570,702 ",El Salvador2004,"13,72,48,10,900",2573,Millenials
El Salvador,2004,female,25-34 years,22," 472,515 ",El Salvador2004,"13,72,48,10,900",2573,Generation X
El Salvador,2004,female,35-54 years,20," 652,329 ",El Salvador2004,"13,72,48,10,900",2573,Boomers
El Salvador,2004,female,75+ years,1," 73,698 ",El Salvador2004,"13,72,48,10,900",2573,Silent
El Salvador,2004,female,55-74 years,4," 324,903 ",El Salvador2004,"13,72,48,10,900",2573,Silent
El Salvador,2004,female,5-14 years,8," 709,844 ",El Salvador2004,"13,72,48,10,900",2573,Millenials
El Salvador,2004,male,5-14 years,2," 734,891 ",El Salvador2004,"13,72,48,10,900",2573,Millenials
El Salvador,2005,male,25-34 years,86," 398,935 ",El Salvador2005,"14,69,80,01,400",2733,Generation X
